xxx-2	xxx-2
应变	标准载荷
%	MPa
7.512686253	156.7186651
7.523181438	156.8068225
7.542726994	156.9829757
7.562226057	157.1557596
7.581692338	157.3396671
7.592285872	157.428286
7.602499723	157.5122086
7.612945437	157.6009315
7.623323798	157.6874965
7.64303267	157.8518916
7.653175592	157.9395528
7.672912478	158.1010632
7.692394853	158.2648929
7.702444196	158.3510194
7.722246647	158.5202378
7.741551995	158.6908293
7.751711011	158.7674824
7.771805525	158.9361584
7.791612744	159.1075577
7.802129388	159.1946535
7.81213522	159.2761645
7.822570205	159.362418
7.842972875	159.5348326
7.862846851	159.705978
7.882422209	159.868723
7.901913524	160.0355067
7.921541929	160.2003749
7.94118166	160.3655777
7.951444983	160.4468694
7.961637378	160.5289112
7.972181439	160.6163878
7.992568016	160.7829522
8.002756238	160.8604823
8.022072911	161.024612
8.042041063	161.1860762
8.052183986	161.2641024
8.072504997	161.4189202
8.091985583	161.5760342
8.102015257	161.6614454
8.121500611	161.8340447
8.141515851	161.9978282
8.151658177	162.0827547
8.162270784	162.1688812
8.182377219	162.334061
8.192386627	162.4174644
8.202390671	162.4935751
8.212537766	162.5659242
8.222873211	162.6393579
8.242325783	162.7998529
8.252471685	162.8767137
8.272137642	163.034797
8.282214999	163.1106539
8.292320967	163.1877685
8.312538862	163.3457364
8.332384825	163.5113201
8.342429996	163.5895309
8.352470398	163.6709034
8.372389674	163.8297368
8.39211762	163.9934511
8.402174115	164.0694118
8.412312269	164.1502074
8.422362804	164.2233642
8.432526588	164.2952517
8.442540765	164.3687085
8.462210894	164.5218185
8.481522799	164.6853251
8.501599431	164.8514395
8.511707187	164.9294658
8.52260232	165.002311
8.532823324	165.0825066
8.542899489	165.1662446
8.552997112	165.2384667
8.563038111	165.3165852
8.583065867	165.4537369
8.602227569	165.5899655
8.612869978	165.6643454
8.631837368	165.8260058
8.642219305	165.8968548
8.661215305	166.0586537
8.671664	166.1396108
8.691435456	166.3014442
8.701605201	166.3765973
8.721578717	166.5392269
8.732074499	166.6199417
8.742207885	166.7029758
8.752333522	166.7805174
8.762738705	166.8532473
8.773046136	166.9261041
8.792792559	167.0708714
8.803063035	167.1451129
8.822331429	167.2867763
8.84170413	167.4265358
8.861341476	167.5756534
8.881593943	167.7304712
8.891876936	167.8090282
8.902046084	167.8885891
8.912367821	167.9652768
8.922399879	168.0414914
8.941970468	168.1985362
8.952173591	168.2725815
8.972336054	168.4195413
8.982694745	168.4865709
8.993109465	168.5610662
9.012767673	168.7110838
9.032356739	168.8622668
9.052131176	169.0106113
9.062267542	169.086999
9.082452655	169.2390013
9.092604518	169.316139
9.102910161	169.3905074
9.122796059	169.5261244
9.142636061	169.674065
9.16231215	169.8236787
9.181907773	169.972404
9.201413989	170.1190291
9.211523533	170.1992593
9.231414199	170.3568002
9.241835475	170.429807
9.251846671	170.5063678
9.261977673	170.5760629
9.272338748	170.6477428
9.29265976	170.7940564
9.312774539	170.9324773
9.332789183	171.0644365
9.352803826	171.1953803
9.362834692	171.2595252
9.382206202	171.3845956
9.401608706	171.5340016
9.42091465	171.6787805
9.431018829	171.7534489
9.441185594	171.8248864
9.451698065	171.8982048
9.46218133	171.9736001
9.482448697	172.1216907
9.492596984	172.1916166
9.512425661	172.3301068
9.522755742	172.4014059
9.542888403	172.5309188
9.562788606	172.6762285
9.582593441	172.8147649
9.602305889	172.9532551
9.6223104	173.0919645
9.642205834	173.2407013
9.652404189	173.3100502
9.67263639	173.4454596
9.682812095	173.5172778
9.692925811	173.5903077
9.713287354	173.7230515
9.73297298	173.8530029
9.752568007	173.9891623
9.772245288	174.1326373
9.79167521	174.2750623
9.801725745	174.3458074
9.811828732	174.4153064
9.822224379	174.4855554
9.832473993	174.5554005
9.842823744	174.6250495
9.862793684	174.7578625
9.882355928	174.8840292
9.902262092	175.0115112
9.92229104	175.1389702
9.932584167	175.2011189
9.952126145	175.3294779
9.97174859	175.4568792
9.991642833	175.59065
10.00170946	175.6651107
10.01201153	175.7330634
10.02220988	175.8009008
10.03282309	175.8728806
10.04283428	175.9405449
10.05307198	176.0040205
10.07301092	176.1278678
10.08315563	176.1855048
10.09326458	176.2468457
10.11256814	176.3702545
10.13194323	176.5056869
10.15168786	176.6376
10.17141819	176.7820212
10.18158793	176.8547972
10.20186901	177.0029224
10.22207975	177.1398779
10.24235725	177.2793836
10.26235938	177.4144236
10.27241349	177.4810609
10.28267026	177.5455058
10.29277921	177.5975695
10.30287623	177.6501178
10.31314492	177.7108356
10.33272743	177.8240094
10.35192132	177.9525069
10.37127972	178.0855969
10.39159894	178.22126
10.40184855	178.2933899
10.41229367	178.3691891
10.42229652	178.4413766
10.43242574	178.5086832
10.44253469	178.5715473
10.46241879	178.6904905
10.47273517	178.750816
10.4926455	178.8749634
10.50290465	178.9394313
10.52282333	179.0593323
10.54268599	179.1809757
10.56255698	179.2941957
10.57266593	179.3537365
10.5923748	179.4855342
10.60256839	179.5516407
10.62266946	179.6762957
10.63284397	179.7399329
10.65290213	179.8630879
10.66293955	179.928352
10.68254828	180.0496723
10.69256663	180.1035706
10.71193099	180.2192253
10.73157668	180.3504575
10.75132728	180.4826359
10.76157093	180.5523541
10.77203155	180.6211031
10.78247428	180.6796747
10.79310775	180.7390078
10.80365777	180.8005219
10.82375646	180.9145265
10.83383918	180.9734211
10.85338831	181.0869065
10.86357236	181.13612
10.8837378	181.2509554
10.89385986	181.3125733
10.91324329	181.4330397
10.93286872	181.5608564
10.95261216	181.6911193
10.9627378	181.7573643
10.9830761	181.8766768
10.99357724	181.9431411
11.01391435	182.0712808
11.03389621	182.1874086
11.05387211	182.2938552
11.07337713	182.4084945
11.09305501	182.5274493
11.11247063	182.6388922
11.13222241	182.7564854
11.15236282	182.8833329
11.16256475	182.9422045
11.18254542	183.0642979
11.19273424	183.1222925
11.20274544	183.1837604
11.22303009	183.2880954
11.24261618	183.4001383
11.25274777	183.453979
11.26296163	183.5080619
11.28316402	183.6197472
11.30288839	183.7306363
11.3225162	183.8589146
11.34180784	183.9755385
11.35186434	184.034687
11.37219548	184.1501917
11.38256669	184.2092941
11.39298916	184.266631
11.41283631	184.376447
11.43245339	184.4926094
11.45242214	184.6047216
11.47199035	184.7167761
11.48202777	184.7715399
11.50155902	184.8949371
11.52157307	185.0103726
11.54129744	185.1305043
11.55177355	185.1940377
11.57171488	185.3150233
11.58241868	185.3748296
11.59254432	185.4339089
11.60276294	185.4888457
11.61321998	185.5441518
11.6235435	185.5967578
11.63372755	185.6500215
11.64377213	185.6938925
11.65382385	185.7454599
11.67336106	185.850995
11.69282079	185.9627033
11.71218157	186.0830428
11.73137069	186.2058631
11.74138784	186.2684734
11.75170422	186.3288681
11.77211881	186.4521154
11.78243756	186.5076061
11.79260731	186.5614352
11.81268692	186.6636009
11.83201551	186.7732899
11.85207367	186.8772672
11.86209679	186.9303693
11.87222242	186.9804829
11.88277245	187.0348889
11.90189838	187.1462396
11.92151785	187.2545093
11.94141865	187.3700486
11.96126342	187.484884
11.97144747	187.5405016
11.98206186	187.5991886
12.00229526	187.7079545
12.01241493	187.7619337
12.03233361	187.8599338
12.04260588	187.9086857
12.06219077	188.0127438
12.07234144	188.0715115
12.09199309	188.1751888
12.11224079	188.2850163
12.13205934	188.4056443
12.14222312	188.458781
12.15234637	188.5103485
12.17252135	188.6153758
12.18267798	188.6723435
12.20247507	188.7738514
12.21256137	188.8224418
12.23224163	188.9273192
12.24264503	188.9825098
12.26251364	189.0807638
12.27276206	189.1273349
12.28285074	189.1783947
12.30238438	189.2899761
12.32162952	189.3991344
12.34148502	189.5113389
12.35152483	189.572876
12.36180067	189.6279744
12.37260342	189.6891884
12.38300085	189.7426944
12.39311695	189.7974581
12.40312815	189.8453908
12.41335273	189.8939697
12.43303657	189.9892697
12.44308829	190.0351831
12.46269345	190.1337486
12.47286558	190.1811967
12.49252915	190.2793468
12.51219273	190.3883897
12.53169298	190.4940632
12.54199386	190.5462768
12.56168723	190.655112
12.57196903	190.7085834
12.58236408	190.7612586
12.60250092	190.8631012
12.61285186	190.9103415
12.62297988	190.9576857
12.6434195	191.0537012
12.65350938	191.0956221
12.67319441	191.1881412
12.6926899	191.2773025
12.71217227	191.3758911
12.73161173	191.4805261
12.75195241	191.5895689
12.77208686	191.6897268
12.78241634	191.7390096
12.792629	191.7889385
12.81253099	191.8861309
12.83190012	191.9900159
12.84190536	192.0362524
12.85205722	192.0888468
12.8723824	192.1930548
12.88302302	192.2464339
12.90267944	192.3491765
12.91268587	192.4038595
12.93202639	192.4996788
12.94220686	192.5465383
12.96242356	192.647227
12.98292279	192.7492311
12.99296618	192.8007409
13.00301671	192.8537738
13.01318407	192.903622
13.02323699	192.9472391
13.04287076	193.0454469
13.05302382	193.0905641
13.07241559	193.1792639
13.09200883	193.2776217
13.11157227	193.3791758
13.13140273	193.4832223
13.15169811	193.5949307
13.17179918	193.6999118
13.18218946	193.7470599
13.19253802	193.7950387
13.20259333	193.8418868
13.21276903	193.8900964
13.22289705	193.9329751
13.24271441	194.0272943
13.25277209	194.0674728
13.26290846	194.1119438
13.28269839	194.1989704
13.30225945	194.287474
13.32181811	194.3820471
13.34052324	194.4830588
13.36068392	194.5796627
13.38111281	194.6834208
13.39177132	194.7284457
13.41196656	194.8232956
13.42197061	194.868759
13.44179034	194.9498546
13.45205069	194.9970257
13.47185135	195.0874448
13.49225283	195.176133
13.51195455	195.269529
13.53169203	195.3645636
13.55141163	195.4636369
13.56185079	195.5135543
13.58134866	195.6161123
13.5915494	195.6683374
13.60185862	195.7132008
13.62212181	195.8082585
13.6324966	195.8553835
13.65233302	195.9438639
13.66287231	195.9864195
13.68283272	196.0689459
13.69297743	196.1106014
13.71258378	196.1916509
13.7326932	196.2840777
13.75236511	196.3860126
13.77263427	196.477724
13.79341841	196.5719047
13.80355835	196.6181989
13.81379128	196.6610314
13.83397579	196.7489811
13.8532567	196.8365154
13.86339188	196.8849327
13.8828516	196.9681515
13.89302969	197.0078454
13.90334964	197.0532857
13.92256021	197.1470971
13.94209743	197.2290235
13.96154881	197.3151962
13.97172213	197.3686907
13.98202777	197.4242391
14.00258064	197.5229431
14.01309013	197.5719604
14.02342319	197.619547
14.03360844	197.672303
14.04418111	197.71412
14.06382203	197.7903693
14.0742445	197.8214782
14.08424497	197.8518487
14.10351634	197.9309596
14.12287474	198.0038625
14.14258003	198.0839196
14.1620183	198.181262
14.17222857	198.2327025
14.18226004	198.2833584
14.19240117	198.3266294
14.2127192	198.4248026
14.22289371	198.4699428
14.24274564	198.5575233
14.25310373	198.6011174
14.27268624	198.6831822
14.2831409	198.721353
14.29320216	198.7660317
14.31333899	198.8316651
14.32368159	198.8675974
14.34287429	198.9438697
14.36238408	199.02815
14.38140392	199.1196306
14.39141989	199.1637555
14.40156817	199.2144344
14.42245483	199.3108306
14.43292022	199.3560632
14.45311904	199.4366049
14.47293997	199.5100618
14.49309587	199.5870033
14.51263666	199.6661142
14.53303933	199.7531408
14.55243587	199.843606
14.56264377	199.8878693
14.58226085	199.9642801
14.59233403	200.0103435
14.6028471	200.0490681
14.62267995	200.1392795
14.63298917	200.1810273
14.64326143	200.2179057
14.66349602	200.303663
14.6736908	200.3521034
14.68372941	200.3915204
14.70380187	200.4745776
14.71382737	200.5083405
14.73320007	200.5790511
14.74333763	200.6160449
14.76242065	200.7006944
14.78206873	200.787998
14.80137229	200.8814402
14.81192946	200.9330192
14.82203007	200.9764748
14.83218551	201.0214305
14.84265327	201.0676554
14.85354185	201.1084109
14.87362742	201.1797907
14.88375545	201.2161383
14.89387751	201.2482858
14.9131453	201.3173578
14.92317796	201.35269
14.94287968	201.4230082
14.95332241	201.460002
14.96345997	201.5004806
14.98286843	201.5768452
15.0023067	201.6566715
15.02206326	201.7462136
15.04167795	201.82904
15.05169153	201.8697262
15.06252646	201.9055431
15.07264137	201.9451447
15.09321213	202.0225709
15.10347366	202.0546491
15.12348413	202.1137284
15.1339221	202.1484144
15.15340209	202.2204866
15.16343117	202.2565111
15.17368793	202.2903432
15.19289017	202.3582614
15.21305203	202.4376261
15.23277402	202.5264528
15.24312019	202.5719392
15.25315881	202.6087715
15.27338624	202.6946442
15.28359056	202.7344765
15.30360699	202.8142105
15.31400681	202.855566
15.33327818	202.9278228
15.34366727	202.9667782
15.35384655	203.0028951
15.37342191	203.0782673
15.38390875	203.1188151
15.40343881	203.191995
15.42346239	203.2686596
15.44201612	203.3499168
15.452317	203.3963263
15.4623425	203.4413282
15.48224568	203.5120387
15.49316525	203.5448785
15.503304	203.5836262
15.52333951	203.6555599
15.53377867	203.6882381
15.55305839	203.7405787
15.56322575	203.7689875
15.57332158	203.8048505
15.5929029	203.8779842
15.60326338	203.916755
15.61326504	203.9483717
15.63286662	204.02139
15.65237641	204.1081166
15.67243934	204.1923277
15.68307042	204.2328524
15.70283413	204.312171
15.71311355	204.351888
15.7233429	204.3924358
15.74383855	204.4598924
15.75409174	204.4894782
15.77380896	204.5514884
15.7842648	204.5830589
15.79432011	204.61186
15.81361294	204.6743087
15.8236599	204.7043791
15.84254265	204.7667817
15.86234212	204.848408
15.88139176	204.9239649
15.89193225	204.9694514
15.91186404	205.0487238
15.9221983	205.0912794
15.93305349	205.1329118
15.94322443	205.1710364
15.9532845	205.2078918
15.96380591	205.2412393
15.97413063	205.276433
15.99346161	205.3416049
16.00371838	205.3747447
16.02337599	205.4390857
16.03353143	205.4686023
16.04423165	205.5026191
16.06352448	205.559229
16.08311892	205.6273779
16.10196471	205.6991039
16.11197352	205.7442442
16.13136172	205.8248551
16.14174008	205.8667645
16.15213394	205.9052122
16.16219163	205.940406
16.18257165	206.0159167
16.192981	206.0481103
16.21255398	206.1026664
16.22303367	206.1328522
16.233325	206.1578917
16.25279665	206.2216096
16.2628603	206.256711
16.2819469	206.3085208
16.29229426	206.3462762
16.30264163	206.3895933
16.32198453	206.4642502
16.3323319	206.5109828
16.34265304	206.5471689
16.36258721	206.6164025
16.37289286	206.658658
16.38321161	206.6898824
16.40322566	206.7498848
16.41333938	206.7836708
16.43265009	206.8403961
16.44290447	206.8761668
16.45323038	206.9102759
16.47270203	206.9661474
16.48312211	207.0013873
16.50265932	207.0564279
16.51268721	207.0867984
16.5321219	207.1532165
16.55164838	207.2392738
16.57136679	207.321754
16.581496	207.3645404
16.59246445	207.403865
16.60296082	207.4428666
16.61306739	207.4743679
16.62325501	207.5065153
16.63379908	207.5427014
16.65306568	207.5836877
16.6634357	207.6077348
16.67351007	207.6391438
16.69305086	207.6984077
16.70329452	207.7302321
16.71334386	207.7645488
16.73278332	207.8293053
